config_id,fold,hidden_size,num_layers,dropout,learning_rate,batch_size,val_mse,val_rmse,n_epochs,wall_time_sec
0,0,256,1,0.0,0.000754669641079693,128,192.77623595329328,13.884388209542879,50,32.706355571746826
0,1,256,1,0.0,0.000754669641079693,128,179.54364099134835,13.399389575325749,50,26.803656339645386
0,2,256,1,0.0,0.000754669641079693,128,184.8353081889833,13.595414969355783,50,27.18014407157898
0,3,256,1,0.0,0.000754669641079693,128,155.77830702939053,12.481118020008886,50,27.670215368270874
0,4,256,1,0.0,0.000754669641079693,128,183.47799136277686,13.54540480616127,50,27.51578164100647
1,0,32,2,0.047088673943824766,0.008938089586343595,256,354.0012514017396,18.814920977823416,50,14.467150211334229
1,1,32,2,0.047088673943824766,0.008938089586343595,256,357.0855525988711,18.896707453915646,50,15.109766721725464
1,2,32,2,0.047088673943824766,0.008938089586343595,256,197.8308670465649,14.065236117696884,50,14.3339684009552
1,3,32,2,0.047088673943824766,0.008938089586343595,256,164.62231232679446,12.830522683304622,50,14.43363618850708
1,4,32,2,0.047088673943824766,0.008938089586343595,256,167.41089999013664,12.938736413967812,50,15.307919263839722
2,0,256,2,0.3930321526384769,0.00018039615030067863,512,2181.6118296477753,46.707727729442965,50,45.422008752822876
2,1,256,2,0.3930321526384769,0.00018039615030067863,512,2180.154550360721,46.69212514290521,50,46.847596883773804
2,2,256,2,0.3930321526384769,0.00018039615030067863,512,2180.332535917451,46.694031052345984,50,46.35333514213562
2,3,256,2,0.3930321526384769,0.00018039615030067863,512,2178.0952437687324,46.67006796404664,50,46.71470808982849
2,4,256,2,0.3930321526384769,0.00018039615030067863,512,2179.1559476978787,46.681430437572054,50,46.6136200428009
3,0,128,1,0.0,0.0071372346904019736,128,1750.023913091455,41.833287141837836,20,8.539205312728882
3,1,128,1,0.0,0.0071372346904019736,128,174.14773110138205,13.196504503139536,50,19.30320405960083
3,2,128,1,0.0,0.0071372346904019736,128,1747.44247217926,41.802421845860316,16,6.597656488418579
3,3,128,1,0.0,0.0071372346904019736,128,1746.8721962739114,41.795600202340815,19,7.59400749206543
3,4,128,1,0.0,0.0071372346904019736,128,1746.748925354503,41.79412548857199,18,7.698829412460327
4,0,128,2,0.411380806635415,0.0007705989229173013,128,221.43612181237862,14.880729881708714,50,29.57865023612976
4,1,128,2,0.411380806635415,0.0007705989229173013,128,182.2710730984551,13.5007804625679,50,29.779290676116943
4,2,128,2,0.411380806635415,0.0007705989229173013,128,192.4814489077392,13.873768374444602,50,29.661489248275757
4,3,128,2,0.411380806635415,0.0007705989229173013,128,1746.8629804990524,41.79548995404949,38,22.621211051940918
4,4,128,2,0.411380806635415,0.0007705989229173013,128,1746.7465699171396,41.79409730951417,29,18.245344400405884
5,0,32,1,0.0,0.0001341635410168892,256,5898.0526472016245,76.79878024553271,50,14.493988037109375
5,1,32,1,0.0,0.0001341635410168892,256,5903.209086896197,76.83234401537023,50,14.36219835281372
5,2,32,1,0.0,0.0001341635410168892,256,5899.194043739865,76.80621097111786,50,13.163724422454834
5,3,32,1,0.0,0.0001341635410168892,256,5896.230337898889,76.78691514769224,50,13.025356531143188
5,4,32,1,0.0,0.0001341635410168892,256,5898.641842605767,76.80261611824018,50,14.155956506729126
6,0,256,2,0.3158321995610324,0.00328227889435858,256,1750.023159152101,41.83327813059958,21,21.554275035858154
6,1,256,2,0.3158321995610324,0.00328227889435858,256,1745.1195282746864,41.77462780534001,22,22.2827205657959
6,2,256,2,0.3158321995610324,0.00328227889435858,256,1747.4415102817215,41.80241034057392,19,18.673827409744263
6,3,256,2,0.3158321995610324,0.00328227889435858,256,1746.863508276677,41.79549626785973,25,24.93867015838623
6,4,256,2,0.3158321995610324,0.00328227889435858,256,1746.7516186791875,41.79415770989036,20,20.266459703445435
7,0,32,1,0.0,0.0061128289383324905,512,1750.0281248620674,41.83333748175093,50,10.649746894836426
7,1,32,1,0.0,0.0061128289383324905,512,1745.1249188488382,41.77469232500508,50,9.89201807975769
7,2,32,1,0.0,0.0061128289383324905,512,1747.446816588013,41.80247380942919,50,9.509438753128052
7,3,32,1,0.0,0.0061128289383324905,512,1746.8683810343023,41.7955545606743,50,9.8648099899292
7,4,32,1,0.0,0.0061128289383324905,512,1746.7520454950927,41.79416281605713,50,10.019486904144287
8,0,256,2,0.09731935392598379,0.0008579105479001713,128,1750.0239467469985,41.833287544095775,20,23.715611219406128
8,1,256,2,0.09731935392598379,0.0008579105479001713,128,163.8770300030138,12.801446402770814,49,58.27615523338318
8,2,256,2,0.09731935392598379,0.0008579105479001713,128,1747.4420488231679,41.80241678208532,19,21.956079959869385
8,3,256,2,0.09731935392598379,0.0008579105479001713,128,1746.8632760848245,41.79549349014585,26,30.127729177474976
8,4,256,2,0.09731935392598379,0.0008579105479001713,128,1746.7465687814415,41.794097295927344,20,23.059484004974365
9,0,128,1,0.0,0.002323260488552255,64,185.7536284500596,13.629146284711291,37,24.801860094070435
9,1,128,1,0.0,0.002323260488552255,64,168.31142527614887,12.973489325395418,37,24.867292165756226
9,2,128,1,0.0,0.002323260488552255,64,166.96240960738112,12.921393485510032,37,24.876429557800293
9,3,128,1,0.0,0.002323260488552255,64,147.94412795121983,12.163228516772174,45,29.498634576797485
9,4,128,1,0.0,0.002323260488552255,64,182.68995089311818,13.516284655670662,43,28.54137349128723
10,0,128,2,0.483754866217105,0.0004483846290786353,512,1990.1356266000178,44.610936177130576,50,26.516368865966797
10,1,128,2,0.483754866217105,0.0004483846290786353,512,1987.4448295097234,44.58076748452996,50,25.862202882766724
10,2,128,2,0.483754866217105,0.0004483846290786353,512,1988.7055304667672,44.59490475902788,50,25.79854416847229
10,3,128,2,0.483754866217105,0.0004483846290786353,512,1987.0803783249955,44.57667975887163,50,26.01179265975952
10,4,128,2,0.483754866217105,0.0004483846290786353,512,1987.9260525097134,44.586164361937584,50,25.91672158241272
11,0,32,1,0.0,0.0002393000107750474,128,3046.278534728659,55.19310223867344,50,18.943437576293945
11,1,32,1,0.0,0.0002393000107750474,128,3046.9879712127076,55.19952872274099,50,18.8311870098114
11,2,32,1,0.0,0.0002393000107750474,128,3045.768079281122,55.18847777644462,50,19.08343505859375
11,3,32,1,0.0,0.0002393000107750474,128,3043.7580818638985,55.170264471578335,50,18.47381854057312
11,4,32,1,0.0,0.0002393000107750474,128,3045.1737696193527,55.18309315016106,50,19.255940198898315
12,0,32,1,0.0,0.0008941489120323654,128,295.25544555146814,17.18299873571165,50,18.52053451538086
12,1,32,1,0.0,0.0008941489120323654,128,282.4551098751344,16.80640086024174,50,19.928447008132935
12,2,32,1,0.0,0.0008941489120323654,128,269.20013255180106,16.407319481006063,50,18.537368059158325
12,3,32,1,0.0,0.0008941489120323654,128,271.05596030252775,16.46377721856463,50,19.069988012313843
12,4,32,1,0.0,0.0008941489120323654,128,274.79523412308157,16.57694887858081,50,19.650728702545166
13,0,128,1,0.0,0.0007486931122086518,256,505.5414741128178,22.484249467412024,50,16.65965986251831
13,1,128,1,0.0,0.0007486931122086518,256,693.8076624699858,26.34022897527631,50,16.574920177459717
13,2,128,1,0.0,0.0007486931122086518,256,385.75646771271215,19.640683992995562,50,16.93804121017456
13,3,128,1,0.0,0.0007486931122086518,256,622.2186455085011,24.944310884618584,50,16.695943117141724
13,4,128,1,0.0,0.0007486931122086518,256,430.3735985488397,20.74544765843436,50,17.037569284439087
14,0,256,1,0.0,0.0025149549152136508,64,189.51159217101707,13.766320938108956,43,45.077813386917114
14,1,256,1,0.0,0.0025149549152136508,64,171.73829542332356,13.104895857019374,50,44.321311950683594
14,2,256,1,0.0,0.0025149549152136508,64,173.90242179423083,13.187206747231608,50,44.41811752319336
14,3,256,1,0.0,0.0025149549152136508,64,152.134989665022,12.334301344827846,41,36.44143843650818
14,4,256,1,0.0,0.0025149549152136508,64,179.03552660150262,13.380415785823049,39,34.15669322013855
15,0,256,1,0.0,0.004069384391668902,512,450.5822278728593,21.22692224211648,50,20.75120210647583
15,1,256,1,0.0,0.004069384391668902,512,1745.119861674718,41.774631795800644,20,8.43966007232666
15,2,256,1,0.0,0.004069384391668902,512,1747.441976806503,41.80241592069175,27,11.157790899276733
15,3,256,1,0.0,0.004069384391668902,512,1746.8636439486181,41.795497890904684,19,8.016377925872803
15,4,256,1,0.0,0.004069384391668902,512,1746.7469685126737,41.79410207807644,31,12.614961624145508
16,0,64,2,0.14416405196512205,0.0023173466689007474,256,1750.0232339115466,41.83327902413994,37,10.460733413696289
16,1,64,2,0.14416405196512205,0.0023173466689007474,256,1745.119058271344,41.77462217987548,43,12.231692790985107
16,2,64,2,0.14416405196512205,0.0023173466689007474,256,1747.4414574740906,41.80240970894011,50,14.593269109725952
16,3,64,2,0.14416405196512205,0.0023173466689007474,256,1746.8630583210288,41.79549088503482,40,11.467619895935059
16,4,64,2,0.14416405196512205,0.0023173466689007474,256,1708.9815907162413,41.33983055983952,50,14.281326532363892
17,0,256,1,0.0,0.00010344858139522896,64,234.96123339119603,15.328445237244253,50,44.3105742931366
17,1,256,1,0.0,0.00010344858139522896,64,217.64053064717262,14.75264486955382,50,44.63546180725098
17,2,256,1,0.0,0.00010344858139522896,64,199.68444225281158,14.130974568401557,50,44.03100228309631
17,3,256,1,0.0,0.00010344858139522896,64,224.43636728456227,14.981200462064523,50,43.66266679763794
17,4,256,1,0.0,0.00010344858139522896,64,218.96151425423741,14.797348216969059,50,44.78576111793518
18,0,256,2,0.33242542829601607,0.002572354133406629,128,1750.0240082649188,41.83328827937052,22,23.93250322341919
18,1,256,2,0.33242542829601607,0.002572354133406629,128,1745.1190999119913,41.774622678271925,15,16.239460468292236
18,2,256,2,0.33242542829601607,0.002572354133406629,128,1747.4415379592542,41.80241067162579,22,24.072701454162598
18,3,256,2,0.33242542829601607,0.002572354133406629,128,1746.8684477339343,41.79555535860164,21,22.870677947998047
18,4,256,2,0.33242542829601607,0.002572354133406629,128,1746.7742607777038,41.79442858537133,13,14.090607643127441
19,0,128,2,0.28437059797644687,0.00019036802148316657,128,1750.1873468948622,41.83524049046285,50,29.46863293647766
19,1,128,2,0.28437059797644687,0.00019036802148316657,128,1745.3562916681326,41.77746152733711,50,29.612972736358643
19,2,128,2,0.28437059797644687,0.00019036802148316657,128,1747.6247095924546,41.80460153610431,50,29.322142362594604
19,3,128,2,0.28437059797644687,0.00019036802148316657,128,1747.0154086480188,41.79731341423775,50,29.40173602104187
